,accuracy,val_accuracy,loss,val_loss
0,0.12521258,0.28323412,2.7533425344090885,2.56533235973782
1,0.22980443,0.3576389,2.479765679560551,2.271778946831113
2,0.29379252,0.39335316,2.276965099938062,2.10789187938448
3,0.33907312,0.42857143,2.1363521879222116,1.9268281327353582
4,0.38690478,0.4627976,2.029330069515981,1.807420539477515
5,0.41602892,0.4940476,1.94373074194201,1.7316953852063133
6,0.4360119,0.5119048,1.856583175205049,1.658038546168615
7,0.45684522,0.51636904,1.8177759866325223,1.6173493767541551
8,0.47959185,0.5282738,1.7446497394925071,1.5699078506893582
9,0.49766156,0.5570437,1.6752962238934574,1.519377382974776
10,0.5136054,0.56646824,1.6265971563300308,1.4472361159703089
11,0.5182823,0.58531743,1.5886166201156824,1.4306339820226033
12,0.5361394,0.5873016,1.558543437192229,1.4001219953809465
13,0.5440051,0.57539684,1.5054940852989145,1.4358432236171903
14,0.55314624,0.6155754,1.465029505239863,1.3516143475260054
15,0.57886904,0.60515875,1.421412824773464,1.3576985417850433
16,0.5822704,0.6279762,1.395821326443938,1.3034014304478962
17,0.58928573,0.6235119,1.346975087714033,1.2656090940747942
18,0.59566325,0.6423611,1.3595072700052846,1.2623154293923151
19,0.6120323,0.6423611,1.2786295093646667,1.2192694251499478
